question_by,question,answer_by,answer,ticker_cd,Org Name
Vaibhav Badjatya — Honesty And Integrity Investment — Analyst,"Okay. Got it. And as I understand some of the ferro chrome manufacturing capacity in India is flexible to shift to even manganese coal. So if you can just highlight what is the total ferro chrome capacity and out of that how much, how much is actually shift able to manganese depending upon the economics between manganese and ferro chrome, if you can help us understand that.",Deepak Mohanty — Head of Ferro Alloys Business Unit,"So let me tell you, niche furnace which is producing ferro chrome can produce silico manganese or ferro manganese with minus 10 not much thing anything can get over. So at the moment ferro chrome capacity which has been utilized is in the range of 1.7 million tons. So and we are producing around 1.3 million tons in India. So depending upon the market scenario, those who are not integrated may shift to some quantity method to basically manganese alloys, that has happened in past also, they have gone to manganese and come back to chrome depending upon the market scenario.",IMFA,INDIAN METALS & FERRO ALLOYS LIMITED 
Vaibhav Badjatya — Honesty And Integrity Investment — Analyst,"Got it, understand. And lastly, sir, from a longer-term perspective, is then anyway you are seeing that this trend of electric vehicle that is surely creeping in everywhere across the world is going to have an impact on the supply for on a global supplier of UG2 mine which actually determines a price for our mining portion of our business. So we think that there is an link and this trend versus we can impact either positively or negatively to us or long-term?",Prem Khandelwal — Chief Financial Officer & Company Secretary,"Do you have any idea about that, I don’t think [Speech Overlap].",IMFA,INDIAN METALS & FERRO ALLOYS LIMITED 
Vaibhav Badjatya — Honesty And Integrity Investment — Analyst,"Got it, understand. And lastly, sir, from a longer-term perspective, is then anyway you are seeing that this trend of electric vehicle that is surely creeping in everywhere across the world is going to have an impact on the supply for on a global supplier of UG2 mine which actually determines a price for our mining portion of our business. So we think that there is an link and this trend versus we can impact either positively or negatively to us or long-term?",Deepak Mohanty — Head of Ferro Alloys Business Unit,I don’t see there is a link between we versus UG2 chrome view because that’s not relevant…,IMFA,INDIAN METALS & FERRO ALLOYS LIMITED 
Vaibhav Badjatya — Honesty And Integrity Investment — Analyst,"Sir, I was coming from the perspective that UG2 is mind only mainly because of good metals and in AV is the ratio of platinum group metal usage is very low, so I was coming from that point-of-view that over long-term do you see any impact on that?",Deepak Mohanty — Head of Ferro Alloys Business Unit,"Actually, I don’t think so. In South Africa even if platinum grew we are pretty simple to from other side also, they are getting tailings from which they are making use it too kind of fees. So I don’t think it will impact.",IMFA,INDIAN METALS & FERRO ALLOYS LIMITED 
Vaibhav Badjatya — Honesty And Integrity Investment — Analyst,"Okay, got it. And sir, lastly, is there any other alternate to ferro chrome usage in system, is there any other alternate metal or something that can be viewed, so there is no alternate?",Deepak Mohanty — Head of Ferro Alloys Business Unit,"I don’t think there is any alternate because stainless property comes from chrome basically which to some scrap is used, stainless steel scrap, so because in the scrap also stainless steel scrap to get the chrome as well as we get. So to some extent, but it is not major margin ferro-chrome is required.",IMFA,INDIAN METALS & FERRO ALLOYS LIMITED 
Sagar Gandhi — Future Generali Life Insurance — Analyst,"Yeah, sir my first question is on the thermal coal cost. So we have seen prices of thermal coal globally going down. So, sir, your guidance of INR26 per ton for Q1 is it not slightly conservative in estimate considering your Q4 cost at similar levels?",Prem Khandelwal — Chief Financial Officer & Company Secretary,Binoy?,IMFA,INDIAN METALS & FERRO ALLOYS LIMITED 
Sagar Gandhi — Future Generali Life Insurance — Analyst,"Yeah, sir my first question is on the thermal coal cost. So we have seen prices of thermal coal globally going down. So, sir, your guidance of INR26 per ton for Q1 is it not slightly conservative in estimate considering your Q4 cost at similar levels?",Binoy Agarwalla — Head of Power Business Unit,"Actually, I have, I told you, Q4 2028 average of possibly we get in MCF is around INR2600, but in Q4 MCL the weighted-average is INR2800. And we have linkage option back size is quite low, because if we are getting coal from linkage that weighted-average is around INR2700. If we are not getting sufficient cold from linkage, that is the reason why we are going spot auction, spot auction coal price is high, so weighted average of MCL cost is going high.",IMFA,INDIAN METALS & FERRO ALLOYS LIMITED 
Sagar Gandhi — Future Generali Life Insurance — Analyst,"Sir, what is the normal proportion between spot and linkage, I mean, contribution from both?",Binoy Agarwalla — Head of Power Business Unit,"We have linkage as per our required quantity per annum we have linkage, but in case we are not getting linkage, linkage coal from MCL, then we are going for spot auction. In Q4, we had bought only 5000 of spot auction, but in Q3 we had gone for 30,000 around 30,000 of spot auction, it depends how it comes from MCL.",IMFA,INDIAN METALS & FERRO ALLOYS LIMITED 
Sagar Gandhi — Future Generali Life Insurance — Analyst,"But normally whatever is our consumption fifty-fifty comes from both avenues, is that the broad understanding?",Binoy Agarwalla — Head of Power Business Unit,"No, no, it is not 50-50, suppose we are getting as for our required quantity from linkage auction then we need not to buy it from spot auction because spot auction price is quite high, it is ranging from 5000 to 6000.",IMFA,INDIAN METALS & FERRO ALLOYS LIMITED 
Sagar Gandhi — Future Generali Life Insurance — Analyst,"Okay. Okay and sir, what was your volume number for Q4?",Prem Khandelwal — Chief Financial Officer & Company Secretary,Ferrochrome?,IMFA,INDIAN METALS & FERRO ALLOYS LIMITED 
Sagar Gandhi — Future Generali Life Insurance — Analyst,Ferro chrome?,Prem Khandelwal — Chief Financial Officer & Company Secretary,"It’s around 64,000 [Speech Overlap].",IMFA,INDIAN METALS & FERRO ALLOYS LIMITED 
Sagar Gandhi — Future Generali Life Insurance — Analyst,Ferro chrome?,Binoy Agarwalla — Head of Power Business Unit,"Q4 is 61,200.",IMFA,INDIAN METALS & FERRO ALLOYS LIMITED 
Sagar Gandhi — Future Generali Life Insurance — Analyst,Okay. And Q3 number was?,Prem Khandelwal — Chief Financial Officer & Company Secretary,"58,122.",IMFA,INDIAN METALS & FERRO ALLOYS LIMITED 
Sagar Gandhi — Future Generali Life Insurance — Analyst,"58,222?",Prem Khandelwal — Chief Financial Officer & Company Secretary,"Yeah, one.",IMFA,INDIAN METALS & FERRO ALLOYS LIMITED 
Joe Shah — Seven Seas — Analyst,"Prem, I have some question for you. Number one, as you said that sales growth particularly 53,162 ton in Q4 and 7,000 ton versus 30th of March, so which is to be, yet to be invoiced?So now in the form of inventory in-transit [Indecipherable] how come this reduction in work in progress and finished goods inventory by INR28.50 crore actually this should have gone up, now your inventory has gone down by INR28.50 crores. So this is a one question and second question is, what is the status of utkal fee value attempt report from export community was to repay this and price this valuation report, so what is happening with the report, that is two question.",Prem Khandelwal — Chief Financial Officer & Company Secretary,"So this report has not yet come, we are still waiting for that report, the valuer has not given the report and we are putting pressure on them to really as soon as possible. They were suppose to call us in the end of May for the settlement that has not happened, so maybe in the month of June we should be getting, we should be getting invitation from the Ministry to for discussion. And as far as changes in inventory is concerned, I think it is we are showing decrease in inventory, we are showing around INR29 crore compared to INR50 crore because in Q3 also we had lot of inventory which we have liquidated in this quarter, okay?",IMFA,INDIAN METALS & FERRO ALLOYS LIMITED 
